county,auction_source,item_id,parcel_id,property_type,address,city,zip,opening_bid,assessed_value,assessed_estimated,default_date,has_situs_address,source_status,opening_bin,historical_sold_rate,historical_bin_samples,competition_multiplier,market_factor,estimated_market_value,estimated_winning_bid,buyer_premium,estimated_transfer_tax,estimated_recording_fee,estimated_total_cost,gross_upside,estimated_roi_pct,default_age_years,risk_penalty,confidence_score,liquidity_factor,hidden_gem_score,recommended_max_bid,risk_flags,recommended_property,rank
San Diego,San Diego 2026,0342,5171215700,Improved Property,1702 LAYNE PL EL CAJON CA 92019-4265,El Cajon,92019,91000.0,792092.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.03,815854.76,200644.9877750611,5482.249388753055,220.70948655256723,12.0,206359.94665036674,609494.8133496332,295.35519040538094,0.0,8.0,92.0,1.0,98.4,625270.49,,True,1
San Diego,San Diego 2026,0332,4906313100,Improved Property,8332 CASE ST LA MESA CA 91942-2919,La Mesa,91942,128000.0,2070844.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.03,2132969.32,265018.8108108108,6850.940540540541,291.52069189189194,12.0,272173.2720432433,1860796.0479567565,683.6806692984572,0.0,8.0,92.0,1.0,98.4,1629496.2,,True,2
San Diego,San Diego 2026,0318,4760211102,Improved Property,3519 VAN DYKE AVE #02 SAN DIEGO CA 92105-3470,San Diego,92105,8000.0,94128.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.03,96951.84,23131.1320754717,756.5566037735852,25.444245283018873,12.0,23925.132924528305,73026.7070754717,305.2300996856905,0.0,8.0,92.0,1.0,98.4,74159.9,,True,3
San Diego,San Diego 2026,0331,4906312700,Unimproved property,CASE ST LA MESA CA 91942,La Mesa,91942,64000.0,1069557.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,1069557.0,141112.9584352078,3855.6479217603905,155.2242542787286,12.0,145135.83061124693,924421.1693887531,636.935183748566,0.0,8.0,92.0,0.9,88.56,817080.77,,True,4
San Diego,San Diego 2026,0203,2771500100,Unimproved property,EAGLES CREST RD RAMONA CA 92065,Ramona,92065,52000.0,812407.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,812407.0,114654.27872860635,3132.713936430318,126.119706601467,12.0,117925.11237163814,694481.8876283618,588.9177238514889,0.0,8.0,92.0,0.9,88.56,620791.17,,True,5
San Diego,San Diego 2026,0363,5461000500,Unimproved property,J ST,San Diego,92102,103900.0,796478.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,796478.0,215120.73783783783,5561.036891891892,236.63281162162164,12.0,220930.40754135133,575547.5924586486,260.5108092017274,0.0,8.0,92.0,0.9,87.20220789082336,611136.33,,True,6
San Diego,San Diego 2026,0223,2952104700,Unimproved property,WINDFALL TRL JULIAN CA 92036,Julian,92036,4000.0,26426.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,26426.0,6538.461538461538,126.9230769230769,7.1923076923076925,12.0,6684.576923076923,19741.423076923078,295.32793629422497,0.0,16.0,84.0,0.9,86.25840251642016,20291.88,low-historical-sellthrough-bin,True,7
San Diego,San Diego 2026,0222,2952104600,Unimproved property,WINDFALL TRL JULIAN CA 92036,Julian,92036,4000.0,25939.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,25939.0,6538.461538461538,126.9230769230769,7.1923076923076925,12.0,6684.576923076923,19254.423076923078,288.0425088751949,0.0,16.0,84.0,0.9,86.1810298288714,19921.23,low-historical-sellthrough-bin,True,8
San Diego,San Diego 2026,0344,5211202900,Unimproved property,18772 LAWSON HILLS RD JAMUL CA 91935-2605,Jamul,91935,20300.0,154522.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,154522.0,44759.26650366748,1222.963325183374,49.235193154034235,12.0,46043.465022004886,108478.53497799512,235.60028535244152,0.0,0.0,100.0,0.9,85.72729797807135,118562.08,,True,9
San Diego,San Diego 2026,0055,1413503900,Unimproved property,2083 TREBUCHET DR BORREGO SPRINGS CA 92004-4222,Borrego Springs,92004,2100.0,16000.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,16000.0,3432.6923076923076,66.63461538461539,3.7759615384615386,12.0,3515.1028846153845,12484.897115384616,355.17871098531697,0.0,16.0,84.0,0.9,84.83910507911128,12266.2,low-historical-sellthrough-bin,False,10
San Diego,San Diego 2026,0210,2912420800,Unimproved property,MANZANITA DR JULIAN CA,Julian,92036,2000.0,13878.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,13878.0,3269.230769230769,63.46153846153845,3.5961538461538463,12.0,3348.2884615384614,10529.711538461539,314.4804176645933,0.0,16.0,84.0,0.9,84.31154574288831,10646.37,low-historical-sellthrough-bin,False,11
San Diego,San Diego 2026,0304,4510722100,Unimproved property,BUSH ST SAN DIEGO CA,San Diego,92103,144200.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,298560.25405405404,7718.012702702702,328.4162794594595,12.0,306618.6830362162,603642.3169637838,196.8706900004801,0.0,0.0,100.0,0.9,81.1953466593702,699654.46,,True,12
San Diego,San Diego 2026,0460,6661300700,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,144300.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,298767.3,7723.365,328.64403,12.0,306831.30903,603429.69097,196.66496645262512,0.0,0.0,100.0,0.9,81.1712738774184,699659.21,,True,13
San Diego,San Diego 2026,0462,6661300900,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,1083500.0,6826975.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,6826975.0,2243342.8243243243,57992.141216216216,2467.677106756757,12.0,2303814.642647297,4523160.357352703,196.33351892212872,0.0,0.0,100.0,0.9,81.13248947858175,5247591.1,,True,14
San Diego,San Diego 2026,0459,6661300600,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,145000.0,910261.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,910261.0,300216.6216216216,7760.83108108108,330.2382837837838,12.0,308319.69098648644,601941.3090135136,195.2328464937053,0.0,0.0,100.0,0.9,81.00369407501192,699692.51,,True,15
San Diego,San Diego 2026,0457,6661300400,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,218600.0,1365393.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,1365393.0,452602.43783783785,11700.121891891893,497.8626816216217,12.0,464812.42241135135,900580.5775886487,193.75140038569143,0.0,0.0,100.0,0.9,80.83034236343877,1049597.95,,True,16
San Diego,San Diego 2026,0124,2176500400,Improved Property,695 CASITA LN SAN MARCOS CA 92069-8319,San Marcos,92069,168000.0,710271.0,False,,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.03,731579.13,347837.1891891892,8991.85945945946,382.6209081081081,12.0,357223.66955675674,374355.46044324327,104.79581627604455,0.0,0.0,100.0,1.0,78.24576328944323,564790.51,,True,17
San Diego,San Diego 2026,0458,6661300500,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,28100.0,170671.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,170671.0,61957.40831295843,1692.8704156479216,68.15314914425429,12.0,63730.431877750605,106940.56812224939,167.80141758239705,0.0,0.0,100.0,0.9,77.79379995402509,131224.24,,True,18
San Diego,San Diego 2026,0429,6091724800,Unimproved property,TIERRA HEIGHTS RD BOULEVARD CA 91905,Boulevard,91905,9500.0,73651.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,73651.0,27468.219339622643,898.4109669811322,30.21504127358491,12.0,28408.845347877363,45242.15465212264,159.25376092591887,0.0,0.0,100.0,0.9,76.79359420686723,56496.81,,True,19
San Diego,San Diego 2026,0245,3210805100,Unimproved property,VALI HAI RD POWAY CA 92064,Poway,92064,55800.0,322753.0,False,,True,ACTIVE,20k-100k,0.9285714285714286,13,2.204889975550122,1.0,322753.0,123032.86063569681,3361.643031784841,135.3361466992665,12.0,126541.83981418092,196211.16018581908,155.05635169675372,0.0,0.0,100.0,0.9,76.30243352939631,248292.65,,True,20
San Diego,San Diego 2026,0141,2381522600,Unimproved property,S ESCONDIDO BLVD,Escondido,92036,2600.0,12730.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,12730.0,4250.0,82.5,4.675000000000001,12.0,4349.175,8380.825,192.69919007627885,0.0,8.0,92.0,0.9,75.75176266901967,9801.16,low-historical-sellthrough-bin,False,21
San Diego,San Diego 2026,0345,5221604300,Unimproved property,FOREST PARK RD JAMUL CA 91935,Jamul,91935,7700.0,56889.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,56889.0,22263.714622641513,728.1857311320757,24.490086084905666,12.0,23028.390439858493,33860.60956014151,147.03854204909678,0.0,0.0,100.0,0.9,75.3642279355712,43653.51,,True,22
San Diego,San Diego 2026,0043,1262306900,Unimproved property,S MISSION RD,Bonsall,92003,11400.0,83661.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83661.0,32961.863207547176,1078.0931603773588,36.258049528301896,12.0,34088.21441745284,49572.78558254716,145.4249993134471,0.0,0.0,100.0,0.9,75.17541891078912,64205.88,,True,23
San Diego,San Diego 2026,0091,1882232400,Unimproved property,MACTAN RD VALLEY CENTER CA 92082,Valley Center,92082,11400.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,32961.863207547176,1078.0931603773588,36.258049528301896,12.0,34088.21441745284,49181.78558254716,144.27797531503018,0.0,0.0,100.0,0.9,75.0411996690189,63908.29,,True,24
San Diego,San Diego 2026,0089,1882232200,Unimproved property,MACTAN RD VALLEY CENTER CA 92082,Valley Center,92082,11500.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,33251.00235849057,1087.5501179245286,36.57610259433963,12.0,34387.12857900944,48882.87142099056,142.1545602700587,0.0,0.0,100.0,0.9,74.79272783434686,63913.04,,True,25
San Diego,San Diego 2026,0088,1882232100,Unimproved property,MACTAN RD VALLEY CENTER CA 92082,Valley Center,92082,11500.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,33251.00235849057,1087.5501179245286,36.57610259433963,12.0,34387.12857900944,48882.87142099056,142.1545602700587,0.0,0.0,100.0,0.9,74.79272783434686,63913.04,,True,26
San Diego,San Diego 2026,0305,4510722200,Unimproved property,BUSH ST SAN DIEGO CA,San Diego,92103,16000.0,113781.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,113781.0,46262.2641509434,1513.1132075471703,50.888490566037746,12.0,47838.26584905661,65942.73415094339,137.8451601046985,0.0,0.0,100.0,0.9,74.28846251515793,87349.25,,True,27
San Diego,San Diego 2026,0452,6520601100,Unimproved property,HIGHWAY 94 POTRERO CA 91963,Potrero,91963,6400.0,45510.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,45510.0,18504.90566037736,605.245283018868,20.3553962264151,12.0,19142.506339622643,26367.493660377357,137.74316274248724,0.0,0.0,100.0,0.9,74.27652727349127,34931.02,,True,28
San Diego,San Diego 2026,0275,3991601200,Unimproved property,SILVERBROOK DR EL CAJON CA 92019-1494,El Cajon,92019,6200.0,40185.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,40185.0,17926.62735849057,586.3313679245284,19.719290094339627,12.0,18544.67801650944,21640.32198349056,116.69289682045286,0.0,0.0,100.0,0.9,71.23621013866372,30868.61,,True,29
San Diego,San Diego 2026,0276,3993802300,Unimproved property,147 HARBISON CANYON RD EL CAJON CA 92019-1520,El Cajon,92019,8200.0,51627.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,51627.0,23709.410377358494,775.4705188679247,26.080351415094345,12.0,24522.961247641513,27104.038752358487,110.52514612184208,0.0,0.0,100.0,0.9,71.09160563422826,39672.34,,True,30
San Diego,San Diego 2026,0224,2952540900,Unimproved property,LAST DOLLAR TRL JULIAN CA 92036,Julian,92036,5000.0,32829.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,32829.0,14456.957547169814,472.8478773584907,15.902653301886795,12.0,14957.70807783019,17871.29192216981,119.47881205582583,0.0,0.0,100.0,0.9,70.96944036380322,25212.82,,True,31
San Diego,San Diego 2026,0120,2121920100,Unimproved property,CARLSBAD CA,Carlsbad,92011,14900.0,88548.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,88548.0,43081.73349056605,1409.0866745283024,47.389906839622654,12.0,44550.21007193397,43997.78992806603,98.7600055241581,0.0,0.0,100.0,0.9,69.71490536246365,68091.9,,True,32
San Diego,San Diego 2026,0090,1882232300,Unimproved property,29348 MACTAN RD VALLEY CENTER CA 92082-7611,Valley Center,92082,14400.0,83270.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,83270.0,41636.03773584906,1361.801886792453,45.79964150943397,12.0,43055.639264150945,40214.360735849055,93.40091431259367,0.0,0.0,100.0,0.9,69.0878102363056,64050.99,,True,33
San Diego,San Diego 2026,0461,6661300800,Unimproved property,SAN YSIDRO CA,San Ysidro,92173,10300.0,56889.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,56889.0,29781.332547169815,974.0666273584908,32.7594658018868,12.0,30800.15864033019,26088.84135966981,84.70359410911827,0.0,0.0,100.0,0.9,68.07009157936875,43777.19,,True,34
San Diego,San Diego 2026,0099,1980932100,Unimproved property,BORREGO SPRINGS RD BORREGO SPRINGS CA 92004,Borrego Springs,92004,2400.0,9100.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,9100.0,3923.076923076923,76.15384615384615,4.315384615384615,12.0,4015.5461538461536,5084.453846153847,126.6192356246205,0.0,8.0,92.0,0.9,66.47151415078653,7028.83,low-historical-sellthrough-bin,False,35
San Diego,San Diego 2026,0098,1980932000,Unimproved property,BORREGO SPRINGS RD BORREGO SPRINGS CA 92004,Borrego Springs,92004,2400.0,9100.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,9100.0,3923.076923076923,76.15384615384615,4.315384615384615,12.0,4015.5461538461536,5084.453846153847,126.6192356246205,0.0,8.0,92.0,0.9,66.47151415078653,7028.83,low-historical-sellthrough-bin,False,36
San Diego,San Diego 2026,0295,4303002000,Unimproved property,JULY ST SAN DIEGO CA 92110,San Diego,92110,2600.0,9479.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,9479.0,4250.0,82.5,4.675000000000001,12.0,4349.175,5129.825,117.94938120448131,0.0,8.0,92.0,0.9,65.4845242299097,7326.8,low-historical-sellthrough-bin,False,37
San Diego,San Diego 2026,0217,2931220400,Unimproved property,MILE HI RD JULIAN CA,Julian,92036,2000.0,7434.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,7434.0,3269.230769230769,63.46153846153845,3.5961538461538463,12.0,3348.2884615384614,4085.7115384615386,122.02388131709083,0.0,8.0,92.0,0.9,65.25648383577767,5741.79,low-historical-sellthrough-bin,False,38
San Diego,San Diego 2026,0212,2930931600,Unimproved property,MILE HIGH RD JULIAN CA,Julian,92036,1400.0,5202.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,5202.0,2288.4615384615386,44.423076923076934,2.5173076923076927,12.0,2347.4019230769236,2854.5980769230764,121.60670266391071,0.0,16.0,84.0,0.9,62.6572492105676,4014.46,low-historical-sellthrough-bin;very-low-opening-bid,False,39
San Diego,San Diego 2026,0215,2931142400,Unimproved property,TWIN OAKS JULIAN CA 92036,Julian,92036,1900.0,5239.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,5239.0,3105.7692307692305,60.288461538461526,3.416346153846154,12.0,3181.474038461538,2057.525961538462,64.67209653967247,0.0,8.0,92.0,0.9,56.42116788256031,4066.41,low-historical-sellthrough-bin,False,40
Riverside,Riverside TC-223 2026,966,922043023,Likely Improved,28690 FRONT ST TEMECULA 92590,Front St Temecula,92590,1008351.0,2218372.2,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,2218372.2,2087749.8664054053,0.0,2296.524853045946,20.0,2090066.3912584514,128305.8087415488,6.138838903786903,5.66,20.0,80.0,0.9,55.276821091501354,1772727.76,value-estimated-no-assessor,False,41
Riverside,Riverside TC-223 2026,961,922043004,Likely Improved,41956 3RD ST TEMECULA 92590,St Temecula,92590,934967.0,2056927.4000000001,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,2056927.4000000001,1935811.2694324325,0.0,2129.392396375676,20.0,1937960.6618288083,118966.73817119189,6.138759187140865,5.66,20.0,80.0,0.9,55.27681176344214,1643713.83,value-estimated-no-assessor,False,42
Riverside,Riverside TC-223 2026,967,922043024,Likely Improved,28690 FRONT ST TEMECULA 92590,Front St Temecula,92590,700180.0,1540396.0000000002,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,1540396.0000000002,1449694.3043243242,0.0,1594.6637347567569,20.0,1451308.968059081,89087.03194091935,6.138391886330074,5.66,20.0,80.0,0.9,55.276768783664565,1230942.76,value-estimated-no-assessor,False,43
Riverside,Riverside TC-223 2026,959,922043002,Likely Improved,41934 3RD ST TEMECULA 92590,St Temecula,92590,625434.0,1375954.8,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,1375954.8,1294935.7415675675,0.0,1424.4293157243244,20.0,1296380.1708832919,79574.62911670818,6.138217083534208,5.66,20.0,80.0,0.9,55.27674832908057,1099534.35,value-estimated-no-assessor,False,44
Riverside,Riverside TC-223 2026,968,922043025,Likely Improved,28696 FRONT ST TEMECULA 92590,Front St Temecula,92590,430884.0,947944.8,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,947944.8,892127.8537297297,0.0,981.3406391027027,20.0,893129.1943688324,54815.60563116765,6.137477755377308,5.66,20.0,80.0,0.9,55.276661816448936,757502.59,value-estimated-no-assessor,False,45
Riverside,Riverside TC-223 2026,59,274240021,Likely Improved,17388 MARIPOSA AVE RIVERSIDE 92504,Mariposa Ave Riverside,92504,163548.0,359805.60000000003,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,359805.60000000003,338619.50367567566,0.0,372.4814540432433,20.0,339011.9851297189,20793.614870281133,6.13359284696814,5.66,20.0,80.0,0.9,54.575458317314606,287508.22,value-estimated-no-assessor,False,46
San Diego,San Diego 2026,0100,1980932200,Unimproved property,FRYING PAN RD BORREGO SPRINGS CA 92004,Borrego Springs,92004,2000.0,5056.0,False,,True,ACTIVE,1k-5k,0.22517482517482518,161,1.6346153846153846,1.0,5056.0,3269.230769230769,63.46153846153845,3.5961538461538463,12.0,3348.2884615384614,1707.7115384615386,51.00252138003918,0.0,8.0,92.0,0.9,54.244661568799465,3931.88,low-historical-sellthrough-bin,False,47
Riverside,Riverside TC-223 2026,38,243540001,Likely Improved,585 PITCAIRN ST RIVERSIDE 92506,Pitcairn St Riverside,92506,146838.0,323043.60000000003,True,2020-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,323043.60000000003,304022.1261081081,0.0,334.42433871891893,20.0,304376.550446827,18667.049553173012,6.132880317412641,5.66,20.0,80.0,0.9,54.24118759305916,258130.94,value-estimated-no-assessor,False,48
San Diego,San Diego 2026,0111,1991400200,Unimproved property,DI GIORGIO RD BORREGO SPRINGS CA 92004,Borrego Springs,92004,5400.0,19355.0,False,,True,ACTIVE,5k-20k,1.0,14,2.8913915094339626,1.0,19355.0,15613.514150943398,510.6757075471699,17.174865566037738,12.0,16153.364724056606,3201.635275943394,19.820237644825276,0.0,0.0,100.0,0.9,53.98197533035437,14976.69,,False,49
Riverside,Riverside TC-223 2026,74,297230031,Likely Improved,14600 INNOVATION DR RIVERSIDE 92518,Innovation Dr Riverside,92518,4454705.0,9800351.0,True,2018-07-01,True,ACTIVE,100k+,0.8888888888888888,24,2.0704594594594594,1.0,9800351.0,9223286.106351351,0.0,10145.614716986487,20.0,9233451.721068338,566899.2789316624,6.139624661037059,7.67,28.0,72.0,0.9,53.83691303704257,7831645.99,value-estimated-no-assessor;long-default-age,False,50
